RowId,index,ra,dec,type,const,mag,name,rarad,decrad,bf,bayer,flam,spect,lum,ci,gl,comp,hyg_id,comp_primary,base,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
DSO-0,25.0,0.0541111,16.1453,Gxy,Peg,11.0,,0.0141663,0.281788,,,,,,,,,,,,26.0,5.5,2.3,135.0,2.0,7814,NGC,43.0,C,,,
DSO-1,32.0,0.0662222,20.7497,Gxy,Peg,12.0,,0.0173369,0.362151,,,,,,,,,,,,33.0,3.5,0.9,45.0,2.0,7817,NGC,,,,,
DSO-2,37.0,0.0793889,-62.0617,Gxy,Tuc,12.8,,0.020784,-1.08318,,,,,,,,,,,,38.0,1.2,1.0,22.0,2.0,7823,NGC,,,,,
DSO-3,58.0,0.121083,27.7089,Gxy,Peg,12.7,,0.0316995,0.483611,,,,,,,,,,,,59.0,1.6,1.2,120.0,2.0,1,NGC,,,,,
DSO-4,69.0,0.142944,-33.8556,Gxy,Scl,12.5,,0.0374228,-0.590891,,,,,,,,,,,,70.0,2.4,1.2,25.0,2.0,10,NGC,,,,,
DSO-5,74.0,0.146194,15.8156,Gxy,Peg,12.5,,0.0382736,0.276034,,,,,,,,,,,,75.0,2.8,2.1,25.0,2.0,14,NGC,,,,,
DSO-6,77.0,0.151278,27.7306,Gxy,Peg,11.8,,0.0396044,0.48399,,,,,,,,,,,,78.0,1.8,1.0,16.0,2.0,16,NGC,,,,,
DSO-7,83.0,0.164833,25.9236,Gxy,Peg,11.9,,0.0431533,0.452452,,,,,,,,,,,,84.0,2.1,1.3,8.0,2.0,23,NGC,,,,,
DSO-8,84.0,0.165639,-24.9636,Gxy,Scl,11.5,,0.0433642,-0.435697,,,,,,,,,,,,85.0,5.8,1.3,46.0,2.0,24,NGC,,,,,
DSO-9,88.0,0.173861,25.8308,Gxy,Peg,12.9,,0.0455167,0.450833,,,,,,,,,,,,89.0,1.9,1.4,100.0,2.0,26,NGC,,,,,
DSO-10,92.0,0.179694,33.3528,Gxy,And,12.9,,0.0470439,0.582116,,,,,,,,,,,,93.0,1.6,0.7,154.0,2.0,21,NGC,,,29,NGC,
DSO-11,93.0,0.179694,33.3528,Gxy,And,12.9,,0.0470439,0.582116,,,,,,,,,,,,94.0,1.7,0.8,154.0,2.0,29,NGC,,,,,
DSO-12,108.0,0.216917,72.5222,PN,Cep,12.3,,0.0567886,1.26575,,,,,,,,,,,,109.0,0.633333,0.583333,,2.0,40,NGC,2.0,C,,,
DSO-13,109.0,0.216917,30.9158,Gxy,And,12.7,,0.0567886,0.539583,,,,,,,,,,,,110.0,1.6,1.5,,2.0,43,NGC,,,,,
DSO-14,115.0,0.234417,-23.1811,Gxy,Cet,10.8,,0.0613701,-0.404587,,,,,,,,,,,,116.0,8.5,5.9,142.0,2.0,45,NGC,,,,,
DSO-15,123.0,0.245722,-7.34556,Gxy,Cet,12.3,,0.0643299,-0.128204,,,,,,,,,,,,124.0,2.3,1.7,170.0,2.0,50,NGC,,,,,
DSO-16,125.0,0.252333,-39.2206,Gxy,Scl,8.3,,0.0660607,-0.684528,,,,,,,,,,,,126.0,32.4,5.6,108.0,2.0,55,NGC,72.0,C,,,
DSO-17,128.0,0.258528,17.3272,Gxy,Psc,12.2,,0.0676824,0.302417,,,,,,,,,,,,129.0,2.2,1.9,40.0,2.0,57,NGC,,,,,
DSO-18,129.0,0.256972,-21.4439,Gxy,Cet,12.2,,0.0672752,-0.374266,,,,,,,,,,,,130.0,2.6,1.3,127.0,2.0,59,NGC,,,,,
DSO-19,136.0,0.295972,11.4494,Gxy,Psc,11.8,,0.0774853,0.199831,,,,,,,,,,,,137.0,1.7,1.1,108.0,2.0,63,NGC,,,,,
DSO-20,160.0,0.33975,59.2931,Gxy,Cas,11.78,,0.0889463,1.03486,,,,,,,,,,,,161.0,6.61,5.89,125.0,3.0,10,IC,,,,,
DSO-21,166.0,0.353028,22.3572,Gxy,And,12.5,,0.0924225,0.390207,,,,,,,,,,,,167.0,1.8,1.7,,2.0,80,NGC,,,,,
DSO-22,186.0,0.370583,10.4911,Gxy,Psc,12.6,,0.0970185,0.183104,,,,,,,,,,,,187.0,1.9,1.1,,2.0,95,NGC,,,,,
DSO-23,188.0,0.375,29.7453,Gxy,And,12.4,,0.0981748,0.519153,,,,,,,,,,,,189.0,1.5,1.3,,2.0,97,NGC,,,,,
DSO-24,192.0,0.398472,-32.5364,Gxy,Scl,12.8,,0.10432,-0.567867,,,,,,,,,,,,193.0,2.2,2.0,,2.0,101,NGC,,,,,
DSO-25,195.0,0.401417,-72.0808,GC,Tuc,4.0,47 Tuc,0.105091,-1.25805,,,,,,,,,,,,196.0,50.0,,,2.0,104,NGC,106.0,C,,,
DSO-26,199.0,0.4215,61.3219,OC,Cas,9.8,,0.110348,1.07027,,,,,,,,,,,,200.0,5.0,,,2.0,103,NGC,,,,,
DSO-27,202.0,0.43325,29.2119,Gxy,And,12.2,,0.113425,0.509845,,,,,,,,,,,,203.0,2.0,1.6,,2.0,108,NGC,,,,,
DSO-28,207.0,0.446417,-71.5367,GC,Tuc,10.6,,0.116872,-1.24855,,,,,,,,,,,,208.0,1.5,,,2.0,121,NGC,,,,,
DSO-29,226.0,0.480639,2.83861,Gxy,Psc,12.9,,0.125831,0.0495431,,,,,,,,,,,,227.0,1.7,1.5,85.0,2.0,125,NGC,,,,,
DSO-30,229.0,0.487528,2.86417,Gxy,Psc,11.8,,0.127634,0.0499891,,,,,,,,,,,,230.0,3.0,0.9,1.0,2.0,128,NGC,,,,,
DSO-31,235.0,0.498361,60.2097,OC,Cas,6.5,,0.130471,1.05086,,,,,,,,,,,,236.0,21.0,,,2.0,129,NGC,,,,,
DSO-32,236.0,0.502944,2.09306,Gxy,Cet,12.9,,0.131671,0.0365307,,,,,,,,,,,,237.0,1.9,1.4,40.0,2.0,132,NGC,,,,,
DSO-33,237.0,0.505944,-33.2472,Gxy,Scl,10.5,,0.132456,-0.580274,,,,,,,,,,,,238.0,8.5,2.0,50.0,2.0,134,NGC,,,,,
DSO-34,241.0,0.515944,10.2072,Gxy,Psc,12.9,,0.135074,0.17815,,,,,,,,,,,,242.0,1.3,1.3,,2.0,137,NGC,,,,,
DSO-35,242.0,0.521361,63.3528,OC,Cas,9.4,,0.136492,1.10571,,,,,,,,,,,,243.0,7.0,,,2.0,133,NGC,,,,,
DSO-36,251.0,0.529333,-5.1525,Gxy,Cet,12.7,,0.138579,-0.0899281,,,,,,,,,,,,252.0,1.8,1.3,135.0,2.0,145,NGC,,,,,
DSO-37,255.0,0.54875,-73.1164,OC,Tuc,12.0,,0.143662,-1.27612,,,,,,,,,,,,256.0,3.0,,,2.0,152,NGC,,,,,
DSO-38,256.0,0.551083,63.3092,OC,Cas,9.1,,0.144273,1.10495,,,,,,,,,,,,257.0,6.0,,,2.0,146,NGC,,,,,
DSO-39,260.0,0.553333,48.5086,Gxy,Cas,9.6,,0.144862,0.846635,,,,,,,,,,,,261.0,13.2,7.8,25.0,2.0,147,NGC,17.0,C,,,
DSO-40,262.0,0.567417,-9.705,Gxy,Cet,11.6,,0.148549,-0.169384,,,,,,,,,,,,263.0,3.7,1.7,75.0,2.0,151,NGC,,,153,NGC,
DSO-41,263.0,0.567417,-9.705,Gxy,Cet,11.6,,0.148549,-0.169384,,,,,,,,,,,,264.0,3.7,1.9,45.0,2.0,153,NGC,,,,,
DSO-42,266.0,0.570917,-31.7856,Gxy,Scl,12.1,,0.149466,-0.554763,,,,,,,,,,,,267.0,2.0,0.8,90.0,2.0,148,NGC,,,,,
DSO-43,267.0,0.571139,-27.8044,Gxy,Scl,11.4,,0.149524,-0.485279,,,,,,,,,,,,268.0,3.9,1.9,118.0,2.0,150,NGC,,,,,
DSO-44,274.0,0.579639,-8.39667,Gxy,Cet,10.4,,0.151749,-0.146549,,,,,,,,,,,,275.0,4.2,2.7,30.0,2.0,157,NGC,,,,,
DSO-45,284.0,0.599611,-73.1658,OC,Tuc,12.7,,0.156978,-1.27698,,,,,,,,,,,,285.0,11.3,,,2.0,176,NGC,,,,,
DSO-46,285.0,0.59629,-25.3741,Gxy,Scl,12.87,,0.156108,-0.442861,,,,,,,,,,,,286.0,2.82,1.51,143.3,3.0,1558,IC,,,,,
DSO-47,286.0,0.599917,-10.1219,Gxy,Cet,12.7,,0.157058,-0.176661,,,,,,,,,,,,287.0,1.5,1.2,,2.0,163,NGC,,,,,
DSO-48,287.0,0.601139,23.9581,Gxy,And,12.4,,0.157378,0.418147,,,,,,,,,,,,288.0,3.0,1.7,45.0,2.0,160,NGC,,,,,
DSO-49,293.0,0.614417,23.9897,Gxy,And,12.4,,0.160854,0.4187,,,,,,,,,,,,294.0,2.6,0.7,88.0,2.0,169,NGC,,,,,
DSO-50,298.0,0.622667,-19.9347,Gxy,Cet,12.2,,0.163014,-0.347927,,,,,,,,,,,,299.0,2.6,2.4,,2.0,171,NGC,,,175,NGC,
DSO-51,299.0,0.622667,-19.9347,Gxy,Cet,12.0,,0.163014,-0.347927,,,,,,,,,,,,300.0,2.1,1.9,,2.0,175,NGC,,,,,
DSO-52,307.0,0.636778,2.72833,Gxy,Psc,12.7,,0.166708,0.0476184,,,,,,,,,,,,308.0,2.0,1.7,75.0,2.0,182,NGC,,,,,
DSO-53,308.0,0.641583,29.5097,Gxy,And,12.5,,0.167966,0.515042,,,,,,,,,,,,309.0,2.1,1.6,130.0,2.0,183,NGC,,,,,
DSO-54,316.0,0.649472,48.3408,Gxy,Cas,9.3,,0.170031,0.843707,,,,,,,,,,,,317.0,11.7,10.0,35.0,2.0,185,NGC,18.0,C,,,
DSO-55,319.0,0.652333,-14.1725,Gxy,Cet,12.4,,0.17078,-0.247357,,,,,,,,,,,,320.0,2.0,1.0,175.0,2.0,178,NGC,,,,,
DSO-56,325.0,0.655083,3.03722,Gxy,Psc,12.6,,0.1715,0.0530095,,,,,,,,,,,,326.0,1.5,1.4,30.0,2.0,194,NGC,,,,,
DSO-57,333.0,0.659917,61.0944,OC,Cas,8.8,,0.172766,1.0663,,,,,,,,,,,,334.0,3.7,,,2.0,189,NGC,,,,,
DSO-58,346.0,0.67275,41.6906,Gxy,And,8.2,,0.176126,0.727637,,,,,,,,,,,,347.0,21.9,11.0,170.0,2.0,110,M,205.0,NGC,,,
DSO-59,349.0,0.675167,-73.4031,OC,Tuc,12.4,,0.176758,-1.28112,,,,,,,,,,,,350.0,11.3,,,2.0,220,NGC,,,,,
DSO-60,351.0,0.676333,-13.8725,Gxy,Cet,11.1,,0.177064,-0.242121,,,,,,,,,,,,352.0,5.0,3.3,165.0,2.0,210,NGC,,,,,
DSO-61,352.0,0.679028,-73.3842,OC,Tuc,12.2,,0.177769,-1.2808,,,,,,,,,,,,353.0,5.7,,,2.0,222,NGC,,,,,
DSO-62,357.0,0.685111,-73.3522,OC,Tuc,12.7,,0.179362,-1.28024,,,,,,,,,,,,358.0,9.1,,,2.0,231,NGC,,,,,
DSO-63,361.0,0.690778,-21.0453,Gxy,Cet,12.6,,0.180845,-0.367309,,,,,,,,,,,,362.0,2.0,0.7,27.0,2.0,216,NGC,,,,,
DSO-64,362.0,0.691167,25.5,Gxy,And,12.4,,0.180947,0.445059,,,,,,,,,,,,363.0,1.9,1.4,35.0,2.0,214,NGC,,,,,
DSO-65,363.0,0.692722,-10.0222,Gxy,Cet,12.6,,0.181354,-0.174921,,,,,,,,,,,,364.0,2.6,0.6,115.0,2.0,217,NGC,,,,,
DSO-66,370.0,0.710167,-1.52861,Gxy,Cet,12.1,,0.185921,-0.0266793,,,,,,,,,,,,371.0,1.6,1.3,155.0,2.0,227,NGC,,,,,
DSO-67,371.0,0.711611,40.8644,Gxy,And,8.3,,0.186299,0.713219,,,,,,,,,,,,372.0,8.7,6.5,170.0,2.0,32,M,221.0,NGC,,,
DSO-68,373.0,0.712306,41.2683,Gxy,And,3.6,,0.186481,0.720268,,,,,,,,,,,,374.0,190.5,61.7,35.0,2.0,31,M,224.0,NGC,,,
DSO-69,383.0,0.725639,61.7903,OC,Cas,7.0,,0.189972,1.07844,,,,,,,,,,,,384.0,12.0,,,2.0,225,NGC,,,,,
DSO-70,384.0,0.726806,30.5875,Gxy,And,12.5,,0.190277,0.533853,,,,,,,,,,,,385.0,1.7,1.5,,2.0,233,NGC,,,,,
DSO-71,385.0,0.725667,14.3431,Gxy,Psc,12.7,,0.189979,0.250334,,,,,,,,,,,,386.0,1.6,1.6,,2.0,234,NGC,,,,,
DSO-72,386.0,0.723861,-50.1847,Gxy,Phe,12.7,,0.189506,-0.875889,,,,,,,,,,,,387.0,1.9,1.6,93.0,2.0,238,NGC,,,,,
DSO-73,389.0,0.724361,-0.125556,Gxy,Cet,12.8,,0.189637,-0.00219136,,,,,,,,,,,,390.0,1.6,0.9,175.0,2.0,237,NGC,,,,,
DSO-74,390.0,0.726056,-73.4464,OC,Tuc,12.0,,0.190081,-1.28188,,,,,,,,,,,,391.0,,,,2.0,242,NGC,,,,,
DSO-75,393.0,0.791583,85.2414,OC,Cep,8.1,,0.207236,1.48774,,,,,,,,,,,,394.0,13.0,,,2.0,188,NGC,1.0,C,,,
DSO-76,403.0,0.762833,-15.5972,Gxy,Cet,12.9,,0.199709,-0.272223,,,,,,,,,,,,404.0,1.2,1.0,,2.0,244,NGC,,,,,
DSO-77,405.0,0.764833,-73.5078,OC+Neb,Tuc,12.7,,0.200233,-1.28295,,,,,,,,,,,,406.0,,,,2.0,256,NGC,,,,,
DSO-78,406.0,0.768167,-1.72444,Gxy,Cet,12.4,,0.201106,-0.0300972,,,,,,,,,,,,407.0,1.4,1.2,145.0,2.0,245,NGC,,,,,
DSO-79,413.0,0.784222,-11.8722,PN,Cet,10.9,,0.205309,-0.207209,,,,,,,,,,,,414.0,4.6,4.1,,2.0,246,NGC,56.0,C,,,
DSO-80,414.0,0.785667,-20.76,Gxy,Cet,9.2,,0.205687,-0.36233,,,,,,,,,,,,415.0,21.4,6.9,174.0,2.0,247,NGC,62.0,C,,,
DSO-81,419.0,0.791028,-31.4211,Gxy,Scl,12.0,,0.207091,-0.548402,,,,,,,,,,,,420.0,2.5,1.5,137.0,2.0,254,NGC,,,,,
DSO-82,420.0,0.792528,-25.2881,Gxy,Scl,7.8,Sculptor galaxy,0.207483,-0.44136,,,,,,,,,,,,421.0,27.5,6.8,52.0,2.0,253,NGC,65.0,C,,,
DSO-83,421.0,0.786472,-73.4786,OC,Tuc,12.2,,0.205898,-1.28244,,,,,,,,,,,,422.0,,,,2.0,265,NGC,,,,,
DSO-84,423.0,0.796472,-11.4686,Gxy,Cet,11.7,,0.208516,-0.200165,,,,,,,,,,,,424.0,3.0,2.5,,2.0,255,NGC,,,,,
DSO-85,425.0,0.800417,27.6239,Gxy,And,12.5,,0.209549,0.482128,,,,,,,,,,,,426.0,1.5,1.1,80.0,2.0,252,NGC,,,,,
DSO-86,427.0,0.800417,8.29667,Gxy,Psc,12.9,,0.209549,0.144804,,,,,,,,,,,,428.0,1.9,1.3,105.0,2.0,257,NGC,,,,,
DSO-87,428.0,0.800917,-2.77639,Gxy,Cet,12.8,,0.209679,-0.0484571,,,,,,,,,,,,429.0,2.8,0.6,140.0,2.0,259,NGC,,,,,
DSO-88,437.0,0.830028,32.2786,Gxy,Psc,11.6,,0.217301,0.563368,,,,,,,,,,,,438.0,3.0,2.9,,2.0,266,NGC,,,,,
DSO-89,438.0,0.835944,-5.19389,Gxy,Cet,12.6,,0.21885,-0.0906505,,,,,,,,,,,,439.0,1.6,1.1,105.0,2.0,268,NGC,,,,,
DSO-90,440.0,0.842333,-8.65222,Gxy,Cet,12.9,,0.220522,-0.15101,,,,,,,,,,,,441.0,1.7,1.5,15.0,2.0,270,NGC,,,,,
DSO-91,441.0,0.844944,-1.91083,Gxy,Cet,12.2,,0.221206,-0.0333503,,,,,,,,,,,,442.0,2.1,1.7,130.0,2.0,271,NGC,,,,,
DSO-92,442.0,0.846806,-6.88611,Gxy,Cet,12.9,,0.221693,-0.120185,,,,,,,,,,,,443.0,2.2,0.7,105.0,2.0,273,NGC,,,,,
DSO-93,444.0,0.8505,-7.05722,Gxy,Cet,11.9,,0.22266,-0.123172,,,,,,,,,,,,445.0,1.5,1.5,,2.0,274,NGC,,,,,
DSO-94,446.0,0.851194,-7.06556,Gxy,Cet,12.7,,0.222842,-0.123317,,,,,,,,,,,,447.0,1.5,1.1,90.0,2.0,275,NGC,,,,,
DSO-95,447.0,0.854111,-73.1625,OC,Tuc,12.0,,0.223606,-1.27693,,,,,,,,,,,,448.0,,,,2.0,290,NGC,,,,,
DSO-96,448.0,0.856972,35.8217,OC,And,8.5,,0.224355,0.625206,,,,,,,,,,,,449.0,,,,2.0,272,NGC,,,,,
DSO-97,454.0,0.867917,47.5506,Gxy,Cas,10.9,,0.22722,0.829914,,,,,,,,,,,,455.0,2.1,2.0,,2.0,278,NGC,,,,,
DSO-98,455.0,0.884944,-73.3811,OC,Tuc,12.7,,0.231678,-1.28074,,,,,,,,,,,,456.0,,,,2.0,294,NGC,,,,,
DSO-99,457.0,0.869139,-2.21833,Gxy,Cet,12.8,,0.22754,-0.0387172,,,,,,,,,,,,458.0,1.6,1.2,5.0,2.0,279,NGC,,,,,
DSO-100,459.0,0.87825,-31.2078,Gxy,Scl,11.0,,0.229925,-0.544678,,,,,,,,,,,,460.0,5.1,3.6,130.0,2.0,289,NGC,,,,,
DSO-101,460.0,0.883139,56.6219,OC+Neb,Cas,7.0,,0.231205,0.988239,,,,,,,,,,,,461.0,25.0,30.0,,2.0,281,NGC,,,,,
DSO-102,462.0,0.879833,-26.59,GC,Scl,8.1,,0.23034,-0.464083,,,,,,,,,,,,463.0,14.0,,,2.0,288,NGC,,,,,
DSO-103,463.0,0.877222,-72.8003,Gxy,Tuc,2.2,Small Magellanic Cloud,0.229656,-1.2706,,,,,,,,,,,,464.0,316.0,186.0,45.0,2.0,292,NGC,,,,,
DSO-104,475.0,0.890222,-72.1964,OC+Neb,Tuc,11.0,,0.23306,-1.26006,,,,,,,,,,,,476.0,,,,2.0,299,NGC,,,,,
DSO-105,483.0,0.914833,-37.6833,Gxy,Scl,8.3,,0.239503,-0.657698,,,,,,,,,,,,484.0,21.9,15.5,111.0,2.0,300,NGC,70.0,C,,,
DSO-106,484.0,0.904111,-72.2411,OC+Neb,Tuc,12.0,,0.236696,-1.26085,,,,,,,,,,,,485.0,,,,2.0,306,NGC,,,,,
DSO-107,489.0,0.918111,31.5308,Gxy,Psc,12.8,,0.240361,0.550317,,,,,,,,,,,,490.0,2.2,1.0,164.0,2.0,295,NGC,,,,,
DSO-108,496.0,0.938833,-72.4622,GC,Tuc,9.6,,0.245786,-1.2647,,,,,,,,,,,,497.0,1.9,,,2.0,330,NGC,,,,,
DSO-109,498.0,0.937972,-52.7831,Gxy,Phe,12.5,,0.245561,-0.921238,,,,,,,,,,,,499.0,1.4,1.1,62.0,2.0,312,NGC,,,,,
DSO-110,502.0,0.945139,-9.91389,Gxy,Cet,11.6,,0.247437,-0.17303,,,,,,,,,,,,503.0,3.0,2.5,,2.0,309,NGC,,,,,
DSO-111,503.0,0.944806,-52.9764,Gxy,Phe,12.6,,0.24735,-0.924612,,,,,,,,,,,,504.0,1.0,1.0,,2.0,323,NGC,,,,,
DSO-112,516.0,0.962611,-74.4725,GC,Tuc,11.9,,0.252011,-1.29979,,,,,,,,,,,,517.0,2.2,,,2.0,339,NGC,,,,,
DSO-113,517.0,0.962667,30.3661,***,Psc,12.0,,0.252026,0.529989,,,,,,,,,,,,518.0,3.6,,,2.0,313,NGC,,,,,
DSO-114,518.0,0.963556,30.3525,Gxy,Psc,11.3,,0.252258,0.529751,,,,,,,,,,,,519.0,3.2,2.0,40.0,2.0,315,NGC,,,,,
DSO-115,519.0,0.964556,30.3544,*,Psc,12.0,,0.25252,0.529785,,,,,,,,,,,,520.0,3.6,,,2.0,316,NGC,,,,,
DSO-116,536.0,0.98475,-72.1772,OC+Neb,Tuc,10.3,,0.257807,-1.25973,,,,,,,,,,,,537.0,14.0,11.0,,2.0,346,NGC,,,,,
DSO-117,542.0,0.997222,-7.57778,Gxy,Cet,11.6,,0.261072,-0.132257,,,,,,,,,,,,543.0,2.9,1.8,130.0,2.0,337,NGC,,,,,
DSO-118,566.0,1.03589,-4.24583,Gxy,Cet,12.7,,0.271195,-0.0741038,,,,,,,,,,,,567.0,2.4,0.9,165.0,2.0,352,NGC,,,,,
DSO-119,567.0,1.03647,-71.6069,OC,Tuc,11.8,,0.271348,-1.24978,,,,,,,,,,,,568.0,1.5,,,2.0,361,NGC,,,,,
DSO-120,569.0,1.04753,-65.61,Gxy,Tuc,12.8,,0.274242,-1.14511,,,,,,,,,,,,570.0,3.5,0.5,144.0,2.0,360,NGC,,,,,
DSO-121,571.0,1.05394,-70.8483,GC,Tuc,6.8,,0.275922,-1.23654,,,,,,,,,,,,572.0,12.9,,,2.0,362,NGC,104.0,C,,,
DSO-122,575.0,1.05603,-6.33944,Gxy,Cet,11.9,,0.276467,-0.110644,,,,,,,,,,,,576.0,2.4,1.7,,2.0,357,NGC,,,,,
DSO-123,576.0,1.06489,-72.8253,OC,Tuc,10.9,,0.278787,-1.27104,,,,,,,,,,,,577.0,,,,2.0,376,NGC,,,,,
DSO-124,583.0,1.07994,2.11773,Gxy,Cet,10.0,,0.282728,0.0369614,,,,,,,,,,,,584.0,18.2,,,3.0,1613,IC,51.0,C,,,
DSO-125,608.0,1.12153,32.4831,Gxy,Psc,12.7,,0.293615,0.566936,,,,,,,,,,,,609.0,1.4,1.2,,2.0,380,NGC,,,,,
DSO-126,610.0,1.12358,32.4125,Gxy,Psc,12.5,,0.294153,0.565705,,,,,,,,,,,,611.0,1.6,1.4,30.0,2.0,383,NGC,,,,,
DSO-127,613.0,1.12336,-69.88,Gxy,Tuc,12.3,,0.294095,-1.21964,,,,,,,,,,,,614.0,3.3,1.3,160.0,2.0,406,NGC,,,,,
DSO-128,625.0,1.13289,-72.3569,GC,Tuc,12.6,,0.29659,-1.26287,,,,,,,,,,,,626.0,1.1,,,2.0,416,NGC,,,,,
DSO-129,628.0,1.13747,61.5833,OC,Cas,9.3,,0.29779,1.07483,,,,,,,,,,,,629.0,6.0,,,2.0,381,NGC,,,,,
DSO-130,630.0,1.13819,-72.8836,GC,Tuc,11.2,,0.297979,-1.27206,,,,,,,,,,,,631.0,2.6,,,2.0,419,NGC,,,,,
DSO-131,632.0,1.13981,33.1333,Gxy,Psc,12.9,,0.2984,0.578286,,,,,,,,,,,,633.0,1.2,0.9,50.0,2.0,392,NGC,,,,,
DSO-132,636.0,1.14353,39.6431,Gxy,And,12.2,,0.299375,0.691902,,,,,,,,,,,,637.0,1.7,1.4,20.0,2.0,393,NGC,,,,,
DSO-133,650.0,1.15392,32.7522,Gxy,Psc,12.7,,0.302095,0.571634,,,,,,,,,,,,651.0,1.9,0.6,86.0,2.0,403,NGC,,,,,
DSO-134,654.0,1.15747,35.7178,Gxy,And,10.2,,0.303026,0.623393,,,,,,,,,,,,655.0,3.5,3.5,,2.0,404,NGC,,,,,
DSO-135,658.0,1.16545,-45.9312,Gxy,Phe,12.56,,0.305114,-0.801651,,,,,,,,,,,,659.0,2.88,2.13,97.1,3.0,1633,IC,,,,,
DSO-136,663.0,1.17669,-30.2208,Gxy,Scl,12.7,,0.308058,-0.527453,,,,,,,,,,,,664.0,2.0,1.7,,2.0,418,NGC,,,,,
DSO-137,666.0,1.18303,33.1517,Gxy,Psc,11.6,,0.309716,0.578606,,,,,,,,,,,,667.0,2.4,1.3,30.0,2.0,410,NGC,,,,,
DSO-138,682.0,1.20267,32.1233,Gxy,Psc,12.2,,0.314857,0.560658,,,,,,,,,,,,683.0,2.0,2.0,,2.0,420,NGC,,,,,
DSO-139,684.0,1.20375,-58.2467,Gxy,Tuc,12.3,,0.315141,-1.0166,,,,,,,,,,,,685.0,2.1,1.2,6.0,2.0,434,NGC,,,,,
DSO-140,695.0,1.21542,0.981944,Gxy,Cet,11.2,,0.318195,0.0171382,,,,,,,,,,,,696.0,4.1,3.1,120.0,2.0,428,NGC,,,,,
DSO-141,697.0,1.21736,38.7686,Gxy,And,12.7,,0.318704,0.67664,,,,,,,,,,,,698.0,1.0,1.0,,2.0,425,NGC,,,,,
DSO-142,699.0,1.21664,-0.252778,Gxy,Cet,12.5,,0.318515,-0.0044118,,,,,,,,,,,,700.0,1.3,1.1,155.0,2.0,430,NGC,,,,,
DSO-143,705.0,1.22978,-31.7475,Gxy,Scl,11.6,,0.321955,-0.554098,,,,,,,,,,,,706.0,2.5,1.5,156.0,2.0,439,NGC,,,,,
DSO-144,707.0,1.23103,-31.7872,Gxy,Scl,12.9,,0.322282,-0.554792,,,,,,,,,,,,708.0,1.4,1.1,135.0,2.0,441,NGC,,,,,
DSO-145,714.0,1.23975,-55.3975,Gxy,Phe,12.7,,0.324566,-0.966869,,,,,,,,,,,,715.0,1.8,1.8,,2.0,454,NGC,,,,,
DSO-146,718.0,1.24378,-73.2883,OC+Neb,Tuc,12.5,,0.32562,-1.27912,,,,,,,,,,,,719.0,,,,2.0,460,NGC,,,,,
DSO-147,720.0,1.26764,4.29389,Gxy,Psc,12.8,,0.331867,0.0749425,,,,,,,,,,,,721.0,2.0,1.6,55.0,2.0,446,NGC,,,,,
DSO-148,727.0,1.25458,-1.62667,Gxy,Cet,12.2,,0.328449,-0.0283907,,,,,,,,,,,,728.0,1.6,0.8,116.0,2.0,448,NGC,,,,,
DSO-149,728.0,1.25844,-0.861111,Gxy,Cet,11.7,,0.32946,-0.0150292,,,,,,,,,,,,729.0,3.1,2.3,72.0,2.0,450,NGC,,,,,
DSO-150,729.0,1.26186,-73.3242,OC,Tuc,11.5,,0.330354,-1.27975,,,,,,,,,,,,730.0,,,,2.0,465,NGC,,,,,
DSO-151,730.0,1.26603,58.8172,OC,Cas,8.8,,0.331445,1.02655,,,,,,,,,,,,731.0,5.0,,,2.0,436,NGC,,,,,
DSO-152,731.0,1.26044,33.0678,Gxy,Psc,12.7,,0.329984,0.577142,,,,,,,,,,,,732.0,2.2,2.2,,2.0,447,NGC,,,,,
DSO-153,735.0,1.26589,5.17778,Gxy,Psc,12.6,,0.331409,0.0903693,,,,,,,,,,,,736.0,1.9,1.2,165.0,2.0,455,NGC,,,,,
DSO-154,744.0,1.28703,-58.9103,Gxy,Tuc,12.8,,0.336943,-1.02818,,,,,,,,,,,,745.0,1.8,1.5,103.0,2.0,466,NGC,,,,,
DSO-155,757.0,1.32572,58.2908,OC,Cas,6.4,,0.347073,1.01737,,,,,,,,,,,,758.0,13.0,,,2.0,457,NGC,13.0,C,,,
DSO-156,758.0,1.31947,3.30056,Gxy,Psc,12.1,,0.345437,0.0576056,,,,,,,,,,,,759.0,1.7,1.7,,2.0,467,NGC,,,,,
DSO-157,762.0,1.32633,-58.5244,Gxy,Tuc,12.2,,0.347233,-1.02144,,,,,,,,,,,,763.0,1.9,1.4,94.0,2.0,484,NGC,,,,,
DSO-158,764.0,1.32914,3.40972,Gxy,Psc,11.6,,0.347968,0.0595109,,,,,,,,,,,,765.0,2.8,1.7,155.0,2.0,470,NGC,,,,,
DSO-159,767.0,1.33186,16.545,Gxy,Psc,12.2,,0.34868,0.288765,,,,,,,,,,,,768.0,1.7,1.1,153.0,2.0,473,NGC,,,,,
DSO-160,771.0,1.33517,3.41528,Gxy,Psc,10.4,,0.349546,0.0596078,,,,,,,,,,,,772.0,7.1,6.3,75.0,2.0,474,NGC,,,,,
DSO-161,791.0,1.35558,-34.0633,Gxy,Scl,12.6,,0.354891,-0.594517,,,,,,,,,,,,792.0,1.4,1.0,93.0,2.0,491,NGC,,,,,
